10022,110010723,3500.01,4000,371
10022,110011513,3500.01,4000,649
10022,110011514,3500.01,4000,779
10023,110010723,4000.01,5000,442
10023,110011513,4000.01,5000,773
10023,110011514,4000.01,5000,928
10024,110010723,5000.01,6000,537
10024,110011513,5000.01,6000,939
10024,110011514,5000.01,6000,1128
10025,110010723,6000.01,7000,628
10025,110011513,6000.01,7000,1099
10025,110011514,6000.01,7000,1319
10026,110010723,7000.01,8000,722
10026,110011513,7000.01,8000,1263
10026,110011514,7000.01,8000,1516
10027,110010723,8000.01,9000,802
10027,110011513,8000.01,9000,1404
10027,110011514,8000.01,9000,1684
10028,110010723,9000.01,10000,874
10028,110011513,9000.01,10000,1530
10028,110011514,9000.01,10000,1835
10100,110010723,0.01,200,23
10100,110011513,0.01,200,41
10100,110011514,0.01,200,48
10101,110010723,200.01,300,32
10101,110011513,200.01,300,55
10101,110011514,200.01,300,67
10102,110010723,300.01,400,44
10102,110011513,300.01,400,76
10102,110011514,300.01,400,92
10103,110010723,400.01,500,52
10103,110011513,400.01,500,91
10103,110011514,400.01,500,109
10104,110010723,500.01,700,68
10104,110011513,500.01,700,118
10104,110011514,500.01,700,143
10105,110010723,700.01,1000,94
10105,110011513,700.01,1000,164
10105,110011514,700.01,1000,197
10106,110010723,1000.01,1500,132
10106,110011513,1000.01,1500,231
10106,110011514,1000.01,1500,277
10107,110010723,1500.01,2500,148
10107,110011513,1500.01,2500,259
10107,110011514,1500.01,2500,311
10200,110010723,0.01,300,35
10200,110011513,0.01,300,63
10200,110011514,0.01,300,74
10201,110010723,300.01,400,45
10201,110011513,300.01,400,80
10201,110011514,300.01,400,95
10202,110010723,400.01,500,56
10202,110011513,400.01,500,101
10202,110011514,400.01,500,118
10203,110010723,500.01,1000,94
10203,110011513,500.01,1000,168
10203,110011514,500.01,1000,197
10204,110010723,1000.01,1500,153
10204,110011513,1000.01,1500,275
10204,110011514,1000.01,1500,321
10300,110010723,0.01,300,53
10300,110011513,0.01,300,
10300,110011514,0.01,300,
10301,110010723,300.01,400,67
10301,110011513,300.01,400,
10301,110011514,300.01,400,
10302,110010723,400.01,500,84
10302,110011513,400.01,500,
10302,110011514,400.01,500,
10303,110010723,500.01,1000,140
10303,110011513,500.01,1000,
10303,110011514,500.01,1000,
10304,110010723,1000.01,1500,230
10304,110011513,1000.01,1500,
10304,110011514,1000.01,1500,
10400,110010723,0.01,300,33
10400,110011513,0.01,300,57
10400,110011514,0.01,300,69
10401,110010723,300.01,500,47
10401,110011513,300.01,500,82
10401,110011514,300.01,500,99
10402,110010723,500.01,600,63
10402,110011513,500.01,600,110
10402,110011514,500.01,600,132
10403,110010723,600.01,700,73
10403,110011513,600.01,700,128
10403,110011514,600.01,700,153
10404,110010723,700.01,800,84
10404,110011513,700.01,800,146
10404,110011514,700.01,800,176
10405,110010723,800.01,900,94
10405,110011513,800.01,900,164
10405,110011514,800.01,900,197
10406,110010723,900.01,1000,101
10406,110011513,900.01,1000,176
10406,110011514,900.01,1000,212
10407,110010723,1000.01,1200,112
10407,110011513,1000.01,1200,196
10407,110011514,1000.01,1200,235
10408,110010723,1200.01,1500,138
10408,110011513,1200.01,1500,241
10408,110011514,1200.01,1500,290
10409,110010723,1500.01,2000,177
10409,110011513,1500.01,2000,309
10409,110011514,1500.01,2000,372
10410,110010723,2000.01,3000,253
10410,110011513,2000.01,3000,443
10410,110011514,2000.01,3000,531
10411,110010723,3000.01,6000,442
10411,110011513,3000.01,6000,773
10411,110011514,3000.01,6000,928
10412,110010723,6000.01,7000,628
10412,110011513,6000.01,7000,1099
10412,110011514,6000.01,7000,1319
10413,110010723,7000.01,10000,816
10413,110011513,7000.01,10000,1428
10413,110011514,7000.01,10000,1714
10500,110010723,0.01,600,64
10500,110011513,0.01,600,112
10500,110011514,0.01,600,134
10501,110010723,600.01,700,77
10501,110011513,600.01,700,134
10501,110011514,600.01,700,162
10502,110010723,700.01,800,89
10502,110011513,700.01,800,155
10502,110011514,700.01,800,187
10503,110010723,800.01,900,101
10503,110011513,800.01,900,176
10503,110011514,800.01,900,212
10504,110010723,900.01,1000,112
10504,110011513,900.01,1000,196
10504,110011514,900.01,1000,235
10505,110010723,1000.01,1250,132
10505,110011513,1000.01,1250,231
10505,110011514,1000.01,1250,277
10506,110010723,1250.01,1500,152
10506,110011513,1250.01,1500,265
10506,110011514,1250.01,1500,319
10507,110010723,1500.01,1750,180
10507,110011513,1500.01,1750,314
10507,110011514,1500.01,1750,378
10508,110010723,1750.01,2000,207
10508,110011513,1750.01,2000,361
10508,110011514,1750.01,2000,435
10509,110010723,2000.01,2500,248
10509,110011513,2000.01,2500,434
10509,110011514,2000.01,2500,521
10510,110010723,2500.01,3000,303
10510,110011513,2500.01,3000,531
10510,110011514,2500.01,3000,636
10511,110010723,3000.01,3500,359
10511,110011513,3000.01,3500,628
10511,110011514,3000.01,3500,754
10512,110010723,3500.01,4000,414
10512,110011513,3500.01,4000,724
10512,110011514,3500.01,4000,869
10513,110010723,4000.01,5000,477
10513,110011513,4000.01,5000,835
10513,110011514,4000.01,5000,1002
10514,110010723,5000.01,6000,583
10514,110011513,5000.01,6000,1021
10514,110011514,5000.01,6000,1224
10515,110010723,6000.01,7000,662
10515,110011513,6000.01,7000,1159
10515,110011514,6000.01,7000,1390
10516,110010723,7000.01,8000,764
10516,110011513,7000.01,8000,1337
10516,110011514,7000.01,8000,1604
10517,110010723,8000.01,9000,829
10517,110011513,8000.01,9000,1451
10517,110011514,8000.01,9000,1741
10518,110010723,9000.01,10000,927
10518,110011513,9000.01,10000,1622
10518,110011514,9000.01,10000,1947
10600,110010723,0.01,600,96
10600,110011513,0.01,600,
10600,110011514,0.01,600,
10601,110010723,600.01,700,115
10601,110011513,600.01,700,
10601,110011514,600.01,700,
10602,110010723,700.01,800,133
10602,110011513,700.01,800,
10602,110011514,700.01,800,
10603,110010723,800.01,900,151
10603,110011513,800.01,900,
10603,110011514,800.01,900,
10604,110010723,900.01,1000,168
10604,110011513,900.01,1000,
10604,110011514,900.01,1000,
10605,110010723,1000.01,1250,198
10605,110011513,1000.01,1250,
10605,110011514,1000.01,1250,
10606,110010723,1250.01,1500,227
10606,110011513,1250.01,1500,
10606,110011514,1250.01,1500,
10607,110010723,1500.01,1750,269
10607,110011513,1500.01,1750,
10607,110011514,1500.01,1750,
10608,110010723,1750.01,2000,310
10608,110011513,1750.01,2000,
10608,110011514,1750.01,2000,
10609,110010723,2000.01,2500,372
10609,110011513,2000.01,2500,
10609,110011514,2000.01,2500,
10610,110010723,2500.01,3000,455
10610,110011513,2500.01,3000,
10610,110011514,2500.01,3000,
10611,110010723,3000.01,3500,538
10611,110011513,3000.01,3500,
10611,110011514,3000.01,3500,
10612,110010723,3500.01,4000,621
10612,110011513,3500.01,4000,
10612,110011514,3500.01,4000,
10613,110010723,4000.01,5000,716
10613,110011513,4000.01,5000,
10613,110011514,4000.01,5000,
10614,110010723,5000.01,6000,875
10614,110011513,5000.01,6000,
10614,110011514,5000.01,6000,
10615,110010723,6000.01,7000,993
10615,110011513,6000.01,7000,
10615,110011514,6000.01,7000,
10616,110010723,7000.01,8000,1146
10616,110011513,7000.01,8000,
10616,110011514,7000.01,8000,
10617,110010723,8000.01,9000,1244
10617,110011513,8000.01,9000,
10617,110011514,8000.01,9000,
10618,110010723,9000.01,10000,1390
10618,110011513,9000.01,10000,
10618,110011514,9000.01,10000,
10700,110010723,0.01,600,128
10700,110011513,0.01,600,
10700,110011514,0.01,600,
10701,110010723,600.01,700,153
10701,110011513,600.01,700,
10701,110011514,600.01,700,
10702,110010723,700.01,800,177
10702,110011513,700.01,800,
10702,110011514,700.01,800,
10703,110010723,800.01,900,201
10703,110011513,800.01,900,
10703,110011514,800.01,900,
10704,110010723,900.01,1000,224
10704,110011513,900.01,1000,
10704,110011514,900.01,1000,
10705,110010723,1000.01,1250,264
10705,110011513,1000.01,1250,
10705,110011514,1000.01,1250,
10706,110010723,1250.01,1500,303
10706,110011513,1250.01,1500,
10706,110011514,1250.01,1500,
10707,110010723,1500.01,1750,359
10707,110011513,1500.01,1750,
10707,110011514,1500.01,1750,
10708,110010723,1750.01,2000,413
10708,110011513,1750.01,2000,
10708,110011514,1750.01,2000,
10709,110010723,2000.01,2500,496
10709,110011513,2000.01,2500,
10709,110011514,2000.01,2500,
10710,110010723,2500.01,3000,606
10710,110011513,2500.01,3000,
10710,110011514,2500.01,3000,
10711,110010723,3000.01,3500,717
10711,110011513,3000.01,3500,
10711,110011514,3000.01,3500,
10712,110010723,3500.01,4000,827
10712,110011513,3500.01,4000,
10712,110011514,3500.01,4000,
10713,110010723,4000.01,5000,954
10713,110011513,4000.01,5000,
10713,110011514,4000.01,5000,
10714,110010723,5000.01,6000,1166
10714,110011513,5000.01,6000,
10714,110011514,5000.01,6000,
10715,110010723,6000.01,7000,1324
10715,110011513,6000.01,7000,
10715,110011514,6000.01,7000,
10716,110010723,7000.01,8000,1528
10716,110011513,7000.01,8000,
10716,110011514,7000.01,8000,
10717,110010723,8000.01,9000,1658
10717,110011513,8000.01,9000,
10717,110011514,8000.01,9000,
10718,110010723,9000.01,10000,1854
10718,110011513,9000.01,10000,
10718,110011514,9000.01,10000,
10800,110010723,0.01,600,64
10800,110011513,0.01,600,112
10800,110011514,0.01,600,134
10801,110010723,600.01,700,77
10801,110011513,600.01,700,134
10801,110011514,600.01,700,162
10802,110010723,700.01,800,89
10802,110011513,700.01,800,155
10802,110011514,700.01,800,187
10803,110010723,800.01,900,101
10803,110011513,800.01,900,176
10803,110011514,800.01,900,212
10804,110010723,900.01,1000,112
10804,110011513,900.01,1000,196
10804,110011514,900.01,1000,235
10805,110010723,1000.01,1250,132
10805,110011513,1000.01,1250,231
10805,110011514,1000.01,1250,277
10806,110010723,1250.01,1500,152
10806,110011513,1250.01,1500,265
10806,110011514,1250.01,1500,319
10807,110010723,1500.01,1750,180
10807,110011513,1500.01,1750,314
10807,110011514,1500.01,1750,378
10808,110010723,1750.01,2000,207
10808,110011513,1750.01,2000,361
10808,110011514,1750.01,2000,435
10809,110010723,2000.01,2500,248
10809,110011513,2000.01,2500,434
10809,110011514,2000.01,2500,521
10810,110010723,2500.01,3000,303
10810,110011513,2500.01,3000,531
10810,110011514,2500.01,3000,636
10811,110010723,3000.01,3500,359
10811,110011513,3000.01,3500,628
10811,110011514,3000.01,3500,754
10812,110010723,3500.01,4000,414
10812,110011513,3500.01,4000,724
10812,110011514,3500.01,4000,869
10813,110010723,4000.01,5000,477
10813,110011513,4000.01,5000,835
10813,110011514,4000.01,5000,1002
10814,110010723,5000.01,6000,583
10814,110011513,5000.01,6000,1021
10814,110011514,5000.01,6000,1224
10815,110010723,6000.01,7000,662
10815,110011513,6000.01,7000,1159
10815,110011514,6000.01,7000,1390
10816,110010723,7000.01,8000,764
10816,110011513,7000.01,8000,1337
10816,110011514,7000.01,8000,1604
10817,110010723,8000.01,9000,829
10817,110011513,8000.01,9000,1451
10817,110011514,8000.01,9000,1741
10818,110010723,9000.01,10000,927
10818,110011513,9000.01,10000,1622
10818,110011514,9000.01,10000,1947
10900,110010723,0.01,600,96
10900,110011513,0.01,600,
10900,110011514,0.01,600,
10901,110010723,600.01,700,115
10901,110011513,600.01,700,
10901,110011514,600.01,700,
10902,110010723,700.01,800,133
10902,110011513,700.01,800,
10902,110011514,700.01,800,
10903,110010723,800.01,900,151
10903,110011513,800.01,900,
10903,110011514,800.01,900,
10904,110010723,900.01,1000,168
10904,110011513,900.01,1000,
10904,110011514,900.01,1000,
10905,110010723,1000.01,1250,198
10905,110011513,1000.01,1250,
10905,110011514,1000.01,1250,
10906,110010723,1250.01,1500,227
10906,110011513,1250.01,1500,
10906,110011514,1250.01,1500,
10907,110010723,1500.01,1750,269
10907,110011513,1500.01,1750,
10907,110011514,1500.01,1750,
10908,110010723,1750.01,2000,310
10908,110011513,1750.01,2000,
10908,110011514,1750.01,2000,
10909,110010723,2000.01,2500,372
10909,110011513,2000.01,2500,
10909,110011514,2000.01,2500,
10910,110010723,2500.01,3000,455
10910,110011513,2500.01,3000,
10910,110011514,2500.01,3000,
10911,110010723,3000.01,3500,538
10911,110011513,3000.01,3500,
10911,110011514,3000.01,3500,
10912,110010723,3500.01,4000,621
10912,110011513,3500.01,4000,
10912,110011514,3500.01,4000,
10913,110010723,4000.01,5000,716
10913,110011513,4000.01,5000,
10913,110011514,4000.01,5000,
10914,110010723,5000.01,6000,875
10914,110011513,5000.01,6000,
10914,110011514,5000.01,6000,
10915,110010723,6000.01,7000,993
10915,110011513,6000.01,7000,
10915,110011514,6000.01,7000,
10916,110010723,7000.01,8000,1146
10916,110011513,7000.01,8000,
10916,110011514,7000.01,8000,
10917,110010723,8000.01,9000,1244
10917,110011513,8000.01,9000,
10917,110011514,8000.01,9000,
10918,110010723,9000.01,10000,1390
10918,110011513,9000.01,10000,
10918,110011514,9000.01,10000,
11000,110010723,0.01,600,128
11000,110011513,0.01,600,
11000,110011514,0.01,600,
11001,110010723,600.01,700,153
11001,110011513,600.01,700,
11001,110011514,600.01,700,
11002,110010723,700.01,800,177
11002,110011513,700.01,800,
11002,110011514,700.01,800,
11003,110010723,800.01,900,201
11003,110011513,800.01,900,
11003,110011514,800.01,900,
11004,110010723,900.01,1000,224
11004,110011513,900.01,1000,
11004,110011514,900.01,1000,
11005,110010723,1000.01,1250,264
11005,110011513,1000.01,1250,
11005,110011514,1000.01,1250,
11006,110010723,1250.01,1500,303
11006,110011513,1250.01,1500,
11006,110011514,1250.01,1500,
11007,110010723,1500.01,1750,359
11007,110011513,1500.01,1750,
11007,110011514,1500.01,1750,
11008,110010723,1750.01,2000,413
11008,110011513,1750.01,2000,
11008,110011514,1750.01,2000,
11009,110010723,2000.01,2500,496
11009,110011513,2000.01,2500,
11009,110011514,2000.01,2500,
11010,110010723,2500.01,3000,606
11010,110011513,2500.01,3000,
11010,110011514,2500.01,3000,
11011,110010723,3000.01,3500,717
11011,110011513,3000.01,3500,
11011,110011514,3000.01,3500,
11012,110010723,3500.01,4000,827
11012,110011513,3500.01,4000,
11012,110011514,3500.01,4000,
11013,110010723,4000.01,5000,954
11013,110011513,4000.01,5000,
11013,110011514,4000.01,5000,
11014,110010723,5000.01,6000,1166
11014,110011513,5000.01,6000,
11014,110011514,5000.01,6000,
11015,110010723,6000.01,7000,1324
11015,110011513,6000.01,7000,
11015,110011514,6000.01,7000,
11016,110010723,7000.01,8000,1528
11016,110011513,7000.01,8000,
11016,110011514,7000.01,8000,
11017,110010723,8000.01,9000,1658
11017,110011513,8000.01,9000,
11017,110011514,8000.01,9000,
11018,110010723,9000.01,10000,1854
11018,110011513,9000.01,10000,
11018,110011514,9000.01,10000,
11100,110010723,0.01,200,23
11100,110011513,0.01,200,39
11100,110011514,0.01,200,48
11101,110010723,200.01,300,31
11101,110011513,200.01,300,54
11101,110011514,200.01,300,65
11102,110010723,300.01,350,40
11102,110011513,300.01,350,69
11102,110011514,300.01,350,84
11103,110010723,350.01,400,45
11103,110011513,350.01,400,79
11103,110011514,350.01,400,95
11104,110010723,400.01,450,51
11104,110011513,400.01,450,88
11104,110011514,400.01,450,107
11105,110010723,450.01,500,56
11105,110011513,450.01,500,98
11105,110011514,450.01,500,118
11106,110010723,500.01,600,64
11106,110011513,500.01,600,112
11106,110011514,500.01,600,134
11107,110010723,600.01,700,74
11107,110011513,600.01,700,130
11107,110011514,600.01,700,155
11108,110010723,700.01,800,84
11108,110011513,700.01,800,146
11108,110011514,700.01,800,176
11109,110010723,800.01,900,94
11109,110011513,800.01,900,164
11109,110011514,800.01,900,197
11110,110010723,900.01,1000,104
11110,110011513,900.01,1000,182
11110,110011514,900.01,1000,218
11111,110010723,1000.01,1100,112
11111,110011513,1000.01,1100,196
11111,110011514,1000.01,1100,235
11112,110010723,1100.01,1200,123
11112,110011513,1100.01,1200,214
11112,110011514,1100.01,1200,258
11113,110010723,1200.01,1300,131
11113,110011513,1200.01,1300,229
11113,110011514,1200.01,1300,275
11114,110010723,1300.01,1500,145
11114,110011513,1300.01,1500,253
11114,110011514,1300.01,1500,305
11115,110010723,1500.01,2000,179
11115,110011513,1500.01,2000,312
11115,110011514,1500.01,2000,376
11116,110010723,2000.01,3000,251
11116,110011513,2000.01,3000,439
11116,110011514,2000.01,3000,527
11117,110010723,3000.01,4000,336
11117,110011513,3000.01,4000,587
11117,110011514,3000.01,4000,706
11118,110010723,4000.01,6000,467
11118,110011513,4000.01,6000,817
11118,110011514,4000.01,6000,981
11119,110010723,6000.01,8000,645
11119,110011513,6000.01,8000,1129
11119,110011514,6000.01,8000,1355
11200,110010723,0.01,200,34
11200,110011513,0.01,200,
11200,110011514,0.01,200,
11201,110010723,200.01,300,46
11201,110011513,200.01,300,
11201,110011514,200.01,300,
11202,110010723,300.01,350,59
11202,110011513,300.01,350,
11202,110011514,300.01,350,
11203,110010723,350.01,400,68
11203,110011513,350.01,400,
11203,110011514,350.01,400,
11204,110010723,400.01,450,76
11204,110011513,400.01,450,
11204,110011514,400.01,450,
11205,110010723,450.01,500,84
11205,110011513,450.01,500,
11205,110011514,450.01,500,
11206,110010723,500.01,600,96
11206,110011513,500.01,600,
11206,110011514,500.01,600,
11207,110010723,600.01,700,112
11207,110011513,600.01,700,
11207,110011514,600.01,700,
11208,110010723,700.01,800,125
11208,110011513,700.01,800,
11208,110011514,700.01,800,
11209,110010723,800.01,900,140
11209,110011513,800.01,900,
11209,110011514,800.01,900,
11210,110010723,900.01,1000,156
11210,110011513,900.01,1000,
11210,110011514,900.01,1000,
11211,110010723,1000.01,1100,168
11211,110011513,1000.01,1100,
11211,110011514,1000.01,1100,
11212,110010723,1100.01,1200,184
11212,110011513,1100.01,1200,
11212,110011514,1100.01,1200,
11213,110010723,1200.01,1300,196
11213,110011513,1200.01,1300,
11213,110011514,1200.01,1300,
11214,110010723,1300.01,1500,217
11214,110011513,1300.01,1500,
11214,110011514,1300.01,1500,
11215,110010723,1500.01,2000,268
11215,110011513,1500.01,2000,
11215,110011514,1500.01,2000,
11216,110010723,2000.01,3000,376
11216,110011513,2000.01,3000,
11216,110011514,2000.01,3000,
11217,110010723,3000.01,4000,504
11217,110011513,3000.01,4000,
11217,110011514,3000.01,4000,
11218,110010723,4000.01,6000,700
11218,110011513,4000.01,6000,
11218,110011514,4000.01,6000,
11219,110010723,6000.01,8000,968
11219,110011513,6000.01,8000,
11219,110011514,6000.01,8000,
11300,110010723,0.01,300,34
11300,110011513,0.01,300,58
11300,110011514,0.01,300,71
11301,110010723,300.01,400,43
11301,110011513,300.01,400,75
11301,110011514,300.01,400,90
11302,110010723,400.01,500,55
11302,110011513,400.01,500,96
11302,110011514,400.01,500,116
11303,110010723,500.01,600,66
11303,110011513,500.01,600,115
11303,110011514,500.01,600,139
11304,110010723,600.01,700,78
11304,110011513,600.01,700,136
11304,110011514,600.01,700,164
11305,110010723,700.01,800,89
11305,110011513,700.01,800,155
11305,110011514,700.01,800,187
11306,110010723,800.01,900,100
11306,110011513,800.01,900,174
11306,110011514,800.01,900,210
11307,110010723,900.01,1000,111
11307,110011513,900.01,1000,194
11307,110011514,900.01,1000,233
11308,110010723,1000.01,1500,140
11308,110011513,1000.01,1500,245
11308,110011514,1000.01,1500,294
11309,110010723,1500.01,2000,193
11309,110011513,1500.01,2000,338
11309,110011514,1500.01,2000,405
11310,110010723,2000.01,2500,247
11310,110011513,2000.01,2500,431
11310,110011514,2000.01,2500,519
11311,110010723,2500.01,3000,297
11311,110011513,2500.01,3000,520
11311,110011514,2500.01,3000,624
11312,110010723,3000.01,4000,370
11312,110011513,3000.01,4000,646
11312,110011514,3000.01,4000,777
11313,110010723,4000.01,6000,518
11313,110011513,4000.01,6000,906
11313,110011514,4000.01,6000,1088
11314,110010723,6000.01,8000,705
11314,110011513,6000.01,8000,1233
11314,110011514,6000.01,8000,1481
11400,110010723,0.01,200,23
11400,110011513,0.01,200,39
11400,110011514,0.01,200,48
11401,110010723,200.01,300,31
11401,110011513,200.01,300,54
11401,110011514,200.01,300,65
11402,110010723,300.01,350,40
11402,110011513,300.01,350,69
11402,110011514,300.01,350,84
11403,110010723,350.01,400,45
11403,110011513,350.01,400,79
11403,110011514,350.01,400,95
11404,110010723,400.01,450,51
11404,110011513,400.01,450,88
11404,110011514,400.01,450,107
11405,110010723,450.01,500,56
11405,110011513,450.01,500,98
11405,110011514,450.01,500,118
11406,110010723,500.01,600,64
11406,110011513,500.01,600,112
11406,110011514,500.01,600,134
11407,110010723,600.01,700,74
11407,110011513,600.01,700,130
11407,110011514,600.01,700,155
11408,110010723,700.01,800,84
11408,110011513,700.01,800,146
11408,110011514,700.01,800,176
11409,110010723,800.01,900,94
11409,110011513,800.01,900,164
11409,110011514,800.01,900,197
11410,110010723,900.01,1000,104
11410,110011513,900.01,1000,182
11410,110011514,900.01,1000,218
11411,110010723,1000.01,1100,112
11411,110011513,1000.01,1100,196
11411,110011514,1000.01,1100,235
11412,110010723,1100.01,1200,123
11412,110011513,1100.01,1200,214
11412,110011514,1100.01,1200,258
11413,110010723,1200.01,1300,131
11413,110011513,1200.01,1300,229
11413,110011514,1200.01,1300,275
11414,110010723,1300.01,1500,145
11414,110011513,1300.01,1500,253
11414,110011514,1300.01,1500,305
11415,110010723,1500.01,2000,179
11415,110011513,1500.01,2000,312
11415,110011514,1500.01,2000,376
11416,110010723,2000.01,3000,251
11416,110011513,2000.01,3000,439
11416,110011514,2000.01,3000,527
11417,110010723,3000.01,4000,336
11417,110011513,3000.01,4000,587
11417,110011514,3000.01,4000,706
11418,110010723,4000.01,6000,467
11418,110011513,4000.01,6000,817
11418,110011514,4000.01,6000,981
11419,110010723,6000.01,8000,645
11419,110011513,6000.01,8000,1129
11419,110011514,6000.01,8000,1355
11500,110010723,0.01,200,34
11500,110011513,0.01,200,
11500,110011514,0.01,200,
11501,110010723,200.01,300,46
11501,110011513,200.01,300,
11501,110011514,200.01,300,
11502,110010723,300.01,350,59
11502,110011513,300.01,350,
11502,110011514,300.01,350,
11503,110010723,350.01,400,68
11503,110011513,350.01,400,
11503,110011514,350.01,400,
11504,110010723,400.01,450,76
11504,110011513,400.01,450,
11504,110011514,400.01,450,
11505,110010723,450.01,500,84
11505,110011513,450.01,500,
11505,110011514,450.01,500,
11506,110010723,500.01,600,96
11506,110011513,500.01,600,
11506,110011514,500.01,600,
11507,110010723,600.01,700,112
11507,110011513,600.01,700,
11507,110011514,600.01,700,
11508,110010723,700.01,800,125
11508,110011513,700.01,800,
11508,110011514,700.01,800,
11509,110010723,800.01,900,140
11509,110011513,800.01,900,
11509,110011514,800.01,900,
11510,110010723,900.01,1000,156
11510,110011513,900.01,1000,
11510,110011514,900.01,1000,
11511,110010723,1000.01,1100,168
11511,110011513,1000.01,1100,
11511,110011514,1000.01,1100,
11512,110010723,1100.01,1200,184
11512,110011513,1100.01,1200,
11512,110011514,1100.01,1200,
11513,110010723,1200.01,1300,196
11513,110011513,1200.01,1300,
11513,110011514,1200.01,1300,
11514,110010723,1300.01,1500,217
11514,110011513,1300.01,1500,
11514,110011514,1300.01,1500,
11515,110010723,1500.01,2000,268
11515,110011513,1500.01,2000,
11515,110011514,1500.01,2000,
11516,110010723,2000.01,3000,376
11516,110011513,2000.01,3000,
11516,110011514,2000.01,3000,
11517,110010723,3000.01,4000,504
11517,110011513,3000.01,4000,
11517,110011514,3000.01,4000,
11518,110010723,4000.01,6000,700
11518,110011513,4000.01,6000,
11518,110011514,4000.01,6000,
11519,110010723,6000.01,8000,968
11519,110011513,6000.01,8000,
11519,110011514,6000.01,8000,
11600,110010723,0.01,750,84
11600,110011513,0.01,750,146
11600,110011514,0.01,750,176
11601,110010723,750.01,1000,107
11601,110011513,750.01,1000,186
11601,110011514,750.01,1000,225
11602,110010723,1000.01,1250,134
11602,110011513,1000.01,1250,234
11602,110011514,1000.01,1250,281
11603,110010723,1250.01,1500,160
11603,110011513,1250.01,1500,280
11603,110011514,1250.01,1500,336
11604,110010723,1500.01,1750,185
11604,110011513,1500.01,1750,323
11604,110011514,1500.01,1750,389
11605,110010723,1750.01,2000,208
11605,110011513,1750.01,2000,364
11605,110011514,1750.01,2000,437
11606,110010723,2000.01,2500,247
11606,110011513,2000.01,2500,431
11606,110011514,2000.01,2500,519
11607,110010723,2500.01,3000,295
11607,110011513,2500.01,3000,516
11607,110011514,2500.01,3000,620
11608,110010723,3000.01,4000,370
11608,110011513,3000.01,4000,646
11608,110011514,3000.01,4000,777
11609,110010723,4000.01,5000,471
11609,110011513,4000.01,5000,825
11609,110011514,4000.01,5000,989
11610,110010723,5000.01,6000,564
11610,110011513,5000.01,6000,986
11610,110011514,5000.01,6000,1184
11611,110010723,6000.01,7000,658
11611,110011513,6000.01,7000,1151
11611,110011514,6000.01,7000,1382
11612,110010723,7000.01,8000,743
11612,110011513,7000.01,8000,1300
11612,110011514,7000.01,8000,1560
11613,110010723,8000.01,9000,892
11613,110011513,8000.01,9000,1561
11613,110011514,8000.01,9000,1873
11614,110010723,9000.01,10000,981
11614,110011513,9000.01,10000,1716
11614,110011514,9000.01,10000,2060
11700,110010723,0.01,750,125
11700,110011513,0.01,750,
11700,110011514,0.01,750,
11701,110010723,750.01,1000,160
11701,110011513,750.01,1000,
11701,110011514,750.01,1000,
11702,110010723,1000.01,1250,201
11702,110011513,1000.01,1250,
11702,110011514,1000.01,1250,
11703,110010723,1250.01,1500,240
11703,110011513,1250.01,1500,
11703,110011514,1250.01,1500,
11704,110010723,1500.01,1750,277
11704,110011513,1500.01,1750,
11704,110011514,1500.01,1750,
11705,110010723,1750.01,2000,313
